"","H9.1","H9.2","H9.3","OB.1","OB.2","OB.3","WT.1","WT.2","WT.3"
"1436027_at",7.26545891753098,7.0628104968546,7.45871293568127,7.09004623616103,7.34220573722015,7.21613840466399,7.27449621338851,7.40828779200554,7.42737686674133
"1438161_s_at",5.21974817046614,4.98295800076462,5.81412625629996,5.69338638457687,5.16534672680083,5.38057841796697,5.5381468411585,5.66942393748625,5.33035040040691
"1454838_s_at",5.88939905636085,5.97199721657817,5.83904706675944,5.58229579411389,6.2926206812296,6.02037814192597,6.5273792542883,6.68908822197598,6.13657820030842
"1429681_a_at",11.0986382526502,11.2469512645574,11.1293209928168,10.7024764921771,11.1078838690613,11.1794791449819,11.0431649239689,10.5340897658008,10.9465383400226
"1459922_at",4.92620342463413,5.07302698653745,4.80199068422741,4.67970669779367,4.53944128659955,4.65765335050874,4.98767931770042,5.18079890770293,4.96438376114441
"1449316_at",10.6045731759975,10.0403953271236,9.9513308174815,10.2526908892476,10.5118995972361,10.5247576190059,10.3427460062883,10.3374187126023,10.5253624849861
"1452599_s_at",4.94046486523129,4.77390192004866,4.93025421847596,4.9139076198233,4.86078610190244,4.88361878896006,4.63356030982294,4.34857818478978,4.58977997937769
"1423809_at",5.58773970430078,5.87957905365903,6.04000046826736,5.88438577556386,6.22924617557788,6.04000046826736,6.28990360538039,6.31173869100978,5.8359101567304
"1440221_at",6.16119275376804,6.11055064796141,6.86760834162448,6.42312503423812,5.79201979956488,6.27098058928508,6.56487036915823,6.23777357796538,6.05935949166546
"1423306_at",4.78954612895982,4.57904821028607,4.78024367695816,4.40451548954823,4.45773667524289,4.09589860412661,4.42917595290169,4.91533795982078,4.33046321582478
"1434239_at",4.9856288331199,5.08049284721964,5.61180517770769,4.44046524494429,4.77390192004866,4.66410961640782,5.80288537940287,5.33500457681063,5.14794223277383
"1418653_at",12.851232697781,12.363783155388,12.5293609607391,12.5601253791756,12.5507843433071,12.7580450190625,12.8872587688245,12.9687757311841,12.9646856899691
"1424868_at",5.66989857376023,5.59382497308192,5.9368887043942,5.81142976179994,5.57610349166395,5.44630422733156,6.26841217081391,6.04397385796812,5.78490168104801
"1424965_at",5.70038151416881,5.41031802316914,5.21974817046614,5.86820071278837,5.53082844245582,5.4530823012281,5.54663850866216,5.90963586541281,5.17153441230332
"1415757_at",7.63111624495477,7.51936869583995,7.95923498849516,7.29585606125911,7.63111624495477,7.89096160160478,7.88695127992844,7.16791289527755,7.58936885505028
"1434372_at",11.7422309962127,11.5342858432869,11.4100869293981,12.0022694707245,11.6163854760901,11.7443290183105,11.3958637359409,11.5991821538198,11.6163854760901
"1427595_at",4.24089390580633,4.93839869897143,4.48204582870524,4.67563874497703,4.91425830015475,4.57344700319434,4.42366730029038,4.80542954906183,4.13999196453725
"1425927_a_at",11.0510676749616,10.8429782860984,11.2870988981898,11.2674708017398,11.2379756613017,11.0672327162724,10.962400487733,10.0214526588452,10.5688869187351
"1424375_s_at",7.99629257087421,8.41039941034195,8.14324267661842,8.76935805800172,8.23796074559593,8.29006842776212,8.19867098699069,8.63302499484708,8.08928737006122
"1450273_at",3.50274643733125,3.83043676800716,3.51869708196651,3.8003833583142,3.71241137131056,3.17395644236398,3.78575489965131,3.98646750172712,3.81805383144526
"1451050_at",7.39726461419215,7.59261794832918,7.43330218394838,7.79082394498504,7.61486829238714,7.6761088956908,7.72200580906563,7.98564826657761,7.75566731768699
"1436989_s_at",5.25279967308052,4.97406053097533,5.28668750892504,5.15631235800774,5.23460930975739,5.61683346722214,5.38731794532268,5.06784717620479,5.4736299586527
"1424401_at",6.04534166076549,5.94350833230432,7.17789989696854,5.73454413292122,6.0757457741799,6.55662312971578,6.5423773346366,5.83002044439163,5.83683066670787
"1454109_a_at",6.19463374692542,6.02711835701549,5.91097353213025,6.02246630400748,6.31912088356357,6.23351855657624,6.25667947489224,5.64272456075064,6.30545204911837
"1452509_at",3.30034589114045,3.13183573026952,3.14748852493202,3.42296330562047,2.98421525511039,3.14093761486097,2.98421525511039,3.31307789463758,2.99241884613157
"1436343_at",7.37180919723492,7.41801076452407,7.25979889550073,7.3047213063478,7.84985240550701,7.56070964555033,7.27913539987878,7.79356103358067,7.22538789804137
"1427886_at",8.25819701594208,8.22999040276861,8.05770875053227,7.5599079647607,8.30293331217518,8.29699072212021,7.9203225793735,8.40613865414241,8.25066358446719
"1436680_s_at",5.76284201580574,5.67011071547667,5.43757722997524,5.38179816483375,5.87659729785366,5.65606169330535,5.59087848205467,6.36120612601307,5.73454413292122
"1439377_x_at",3.55456511038634,3.72759077180265,3.60909258357918,3.86334068245138,4.7159174317551,3.95899809645109,4.22812279287305,5.33500457681063,3.89713294095322
"1452657_at",5.83503437497536,5.48392097273021,5.65302611130516,5.87834408171315,5.8667815747968,5.77139610526926,5.71053783889469,5.88045128278214,5.54355335510886
"1455084_x_at",10.2420187218084,9.74264206461618,10.080402102355,9.96454914439426,10.220609956676,10.353890170983,10.1010089058492,9.91640713464088,10.134799611381
"1436665_a_at",6.81960548629814,6.68016802519407,6.77936092116871,6.15806262635887,6.87135183909259,6.7960133851433,6.74325426218962,6.07132828180653,6.74325426218962
"1423832_at",4.52778169774461,4.37246545392623,4.43163403090009,4.1972063381023,4.37339606486942,4.64619276173487,4.6394575477046,3.80041578307082,4.52188494110378
"1435128_at",5.11802607748228,4.351291290088,4.90420793688431,4.66922826807745,4.62255907916209,4.51883997579738,5.09766620413882,4.73912430712853,4.65800060086205
"1433963_a_at",5.71012922143303,5.86402701641008,5.66379272499096,6.09027418097705,5.84861743485277,5.8069678487775,5.40225228788082,5.36648929198507,5.37283697154607
"1420994_at",3.73245363334068,4.1367601668086,3.90959537970439,4.24294864730657,3.74574586827136,4.13299886015938,4.14250567044593,3.92920940760597,3.92920940760597
"1451460_a_at",8.36437893869605,7.78209653883947,7.89595319284828,9.1120739358426,9.14940381984932,9.23158210491306,8.50611745626274,8.27842082347328,8.4814734254596
"1422509_at",8.49238454569793,8.60092206245567,8.88196245262785,8.80550589144933,8.54829641243979,8.54925581686375,8.72547872041716,8.25270536486842,8.31045815240395
"1424602_s_at",6.21756027270688,5.84845789572022,6.25897854348118,6.22442986195227,6.00817465037132,6.20006094698546,6.07644240194536,5.85843512666424,6.02037814192597
"1425610_s_at",7.24479288278679,7.06429961999856,7.02209440171203,6.66958390515243,6.9778514675408,6.93099188532485,6.9778514675408,5.62426744856255,7.19722226873545
"1452339_at",4.69447759889418,5.48906581143792,5.11062453926611,5.06224969188385,4.81171026401554,5.06224969188385,4.87162449690951,5.34003479211579,5.37603663648424
"1436780_at",7.08348291907365,6.65215780725177,6.89649422110462,7.19522906430716,6.68999000567049,7.11222952057641,6.63040054175619,7.64575914715943,6.71665360236326
"1415917_at",10.3841042323918,10.0842210202308,10.4419023235481,9.84559755393742,10.2800223934814,10.2924742220336,10.3189554410217,10.074647135333,10.3816863900925
"1438802_at",4.86298514898168,4.96102708852214,5.02471028855802,5.67618214231201,5.10745525540973,5.40679337662839,4.89998210567751,5.28668750892504,5.00477901442808
"1415826_at",9.16858681212155,9.1972998312576,9.21745901408727,9.81275851539977,9.65733845525026,9.67795326987313,9.4164824691866,9.92853302812472,9.32378693971891
"1452087_at",6.47823599902551,6.48548247873232,6.14112790202978,6.75707348235679,6.5248831397535,6.57018249305091,5.99917177089591,6.76409999374124,6.24609347834093
"1426473_at",4.84007901874061,5.13336005156047,5.22264459750186,5.70082704526977,5.49429433252805,5.21974817046614,5.21974817046614,5.5007089102402,4.96888256291189
"1434542_at",9.16172523727571,8.43436792377905,9.2213706194558,8.2734345799291,8.39619988772724,8.6958831651344,9.122964318746,8.72797933054765,8.83921071042997
"1420132_s_at",7.18012326423222,6.9573034975412,7.09004623616103,6.86257220340495,7.31180833470065,7.34321144620457,6.98998097444903,7.18012326423222,7.63343088576197
"1427934_at",6.80878388088859,6.34384438071083,6.82624608654277,6.89238258882615,6.52565082826618,6.58774814857469,6.63128822555069,6.50966165496337,6.46402875975024
"1433668_at",10.9489506165973,10.599455669311,10.8238095957265,9.9857594222104,10.2128317019142,10.1788299468364,10.7170002777235,10.4481740402192,10.5417108696639
"1424263_at",4.20552503536014,4.34066273433698,4.36054902698553,4.41372872995869,4.14890576319655,4.01533996916603,4.14890576319655,4.03730306403954,4.0869613927458
"1452346_at",7.41208777854088,7.27495751342889,7.53605209110116,6.87622273258969,7.10932429447569,7.2544447068775,7.57587867562165,7.27429687587268,7.56272796301207
"1426897_at",5.78526864494191,6.04161684554911,6.00890161075596,6.16369558413987,6.310785211597,6.23987693238437,6.33316378402324,5.82802541569843,6.11814390153889
"1427375_at",5.2311651214897,4.82339177040965,4.90150566308805,5.21948271370252,5.05344709767738,5.17217405104353,5.26691386808318,5.17770113524782,5.10444101073323
"1434332_at",7.57605924143591,7.68314130070318,7.10288043933456,7.53138004561873,7.71874240166929,7.71872339068888,7.3582850692966,7.78180221758553,7.713629948825
"1433493_at",7.78034266112413,7.46774174184136,8.03579406566775,7.30999843023115,7.78082538589442,7.59921870820215,7.71741363608033,6.89346374793459,7.45935661645083
"1436186_at",7.02923151333888,6.65285932087836,5.95148674073362,5.64128393814416,6.58223409648714,5.14308813818495,6.95636335148241,7.27001328592432,7.16074934639785
"1456651_a_at",4.52778169774461,4.81159666082335,4.48862581742878,4.06526923926377,4.52039015574354,4.55423151638383,4.38119623269701,4.25034108943216,4.71595665596017
"1448140_at",6.15220077713053,5.82849548372147,6.33126974684008,6.22280831118702,6.33126974684008,6.22280831118702,6.40865322796443,5.59424953119066,6.23987693238437
"1452203_at",7.057184379268,7.0596043331301,6.99396258286439,7.28354498976436,7.3348651305906,7.37619172415828,6.92186468051309,7.3370705322243,7.11304735341318
"1424209_at",7.59048691029958,7.18190996190504,7.52373073730746,7.41172145177147,7.34728845686549,7.25168694708979,7.62887371995857,7.67659778015482,7.34968403857112
"1448569_at",8.33317807795606,8.68046836861872,8.69167772960616,8.65868506099461,8.53967312000367,8.70533381629629,8.76270844865543,8.86956060505933,8.26690269189664
"1451376_at",6.22796288251662,6.3193129319242,5.92931765491952,6.70694555753468,6.40601346699974,6.67900107210666,6.20514813509183,6.80115315628125,6.26351012570104
"1454236_a_at",5.24219924174028,5.46569781536399,5.45294454568278,5.57428925871732,5.49062597708927,5.29980023874011,5.61482100579412,6.23775436570357,5.63433066962117
"1427095_at",6.79902072496694,6.36375907274267,7.13692556909781,6.15438452477125,6.47428054365618,6.47428054365618,6.62030087436838,6.05530189961383,6.5934490372336
"1435494_s_at",9.46894345407017,9.81265754391743,9.74369401126855,8.79853619930489,9.79330395375438,9.56926975123707,9.66480364760867,9.96227195338028,9.61297592895592
"1419173_at",7.39244010931892,7.41598612114939,7.70926554592894,7.75799644328963,7.72432475309139,7.80969079781026,7.73725467108587,7.27007381073076,7.81956511879129
"1438941_x_at",8.4462166138756,8.44806445804568,9.10712805714658,8.15763941950981,8.88778329369358,8.58546074023877,8.51669813586161,8.80593820859539,8.4523235947094
"1460444_at",6.40931517973623,6.09027418097705,5.78305093412262,6.10460766579331,6.3173249095533,6.21831799431394,6.28990360538039,6.00311882386423,5.95239595865143
"1428062_at",5.31171870751902,8.6094829741853,4.48862581742878,4.61550877588733,4.27274532992124,4.4380501144739,4.26005683396285,4.42237303985122,4.34220262582248
"1428585_at",7.76669028908389,8.08943510263829,7.5742662073572,7.72142192349709,8.12939393256251,8.10848728980664,7.64629435255654,8.13274506590584,7.76985938929944
"1425329_a_at",8.39583777270609,9.09207198155032,8.78824511082554,8.23375732978463,8.96644717269047,9.00099956754011,8.54714834975349,5.33199005547258,8.6399209853624
"1438612_a_at",3.66162267970299,8.66828868151191,2.99761209179035,3.55414565316561,3.073248416406,2.87486110635303,3.16573670681241,2.85924997456361,2.92632812888433
"1451788_at",8.37465009603955,7.71235385347324,7.79360974898995,8.70106454847261,8.64012202085723,8.60727175504189,8.81398769653867,7.92390892581467,8.41487977958742
"1427912_at",4.938678524894,4.9515774818209,4.53271816379658,4.85732636813876,4.86019656818937,4.58791762863679,4.62108799026338,4.61797545672087,4.52525816158988
"1423693_at",8.43623358571315,9.98899160887632,8.6102840922808,10.4497831597225,9.93068363914597,9.37449298239134,8.7829184378579,8.39375768829886,8.1287785686663
"1449174_at",5.08597434115294,4.77390192004866,4.92434618490877,5.22893492772124,4.85321121058232,5.14033766004167,5.21974817046614,4.57927494557797,5.02291733543492
"1430332_a_at",4.23854654029344,4.74087429831794,4.12027343658363,3.7901513661586,4.0021118744272,4.41493813857202,4.39149350286104,3.86765513221915,4.32549108234803
"1437716_x_at",6.5096728954695,6.53118761775006,6.47351833239862,6.85515461323739,6.99361503496465,6.70688927416367,7.14090785642339,7.11481920584854,6.80260383418729
"1425307_at",4.4454233011706,4.87162449690951,4.56817428660793,4.15218378829914,4.63679876488762,4.45061935431302,4.30873726587995,4.21844886702708,4.4454233011706
"1434518_at",7.83284281986309,7.70800029168741,7.57679698297073,7.78869097426704,7.94409805124479,7.99932849067953,7.59178723474879,8.00692886540264,7.87528432937892
"1448769_at",9.06494333545844,9.0114832927648,9.23659725228007,9.41119539763765,9.14080231424436,9.37133380978387,9.3574813977354,8.97092829175258,8.97906532799678
"1423418_at",10.2206058929321,10.5077058724389,10.6635278374647,10.2837907083105,10.2372204290574,10.7296782619307,10.5498600571918,9.33156337232283,9.85749617145315
"1436771_x_at",8.69589942265126,8.9813526216097,9.41524975623083,8.50964031447951,9.0430048605399,8.83993125877454,8.78845869880889,9.27133084670641,8.51391405490532
